Transaction_ID,Customer_ID,Product_Category,Quantity,Sales_Amount,Profit,Transaction_Date
T003098,C0753,Home & Garden,1,163.96,25.5,2024-07-30
T003101,C0280,Books,7,125.93,49.96,2024-07-30
T003100,C0999,Beauty & Health,1,18.87,5.58,2024-07-30
T003099,C0459,Sports & Outdoors,7,2016.14,619.12,2024-07-30
T003096,C0167,Beauty & Health,7,285.32,48.49,2024-07-30
T003094,C0374,Beauty & Health,7,316.19,51.29,2024-07-30
T003095,C0637,Toys & Games,9,688.05,254.22,2024-07-30
T003093,C0554,Books,8,232.96,42.31,2024-07-30
T003092,C0835,Food & Beverage,4,115.8,38.19,2024-07-30
T003097,C0937,Food & Beverage,10,298.8,55.9,2024-07-30
T003111,C0621,Beauty & Health,10,374.7,84.93,2024-07-31
T003109,C0288,Food & Beverage,7,63.07,11.26,2024-07-31
T003108,C0554,Beauty & Health,9,839.61,153.71,2024-07-31
T003107,C0102,Food & Beverage,4,148.16,27.34,2024-07-31
T003110,C0167,Sports & Outdoors,3,652.14,137.03,2024-07-31
T003105,C0580,Beauty & Health,3,243.99,54.71,2024-07-31
T003104,C0531,Sports & Outdoors,9,835.56,202.95,2024-07-31
T003103,C0302,Books,8,212.48,53.7,2024-07-31
T003102,C0700,Home & Garden,10,1590.4,591.2,2024-07-31
T003106,C0218,Clothing,4,708.16,133.21,2024-07-31
T003121,C0891,Clothing,2,365.82,145.12,2024-08-01
T003112,C0036,Food & Beverage,5,201.95,78.84,2024-08-01
T003113,C0744,Toys & Games,7,280.0,82.49,2024-08-01
T003114,C0741,Food & Beverage,8,190.16,75.47,2024-08-01
T003115,C0353,Beauty & Health,1,62.31,15.15,2024-08-01
T003116,C0676,Electronics,2,3576.44,945.63,2024-08-01
T003117,C0899,Beauty & Health,7,224.56,51.91,2024-08-01
T003118,C0073,Beauty & Health,2,182.72,35.76,2024-08-01
T003119,C0648,Food & Beverage,7,79.73,14.81,2024-08-01
T003120,C0353,Books,9,343.71,132.76,2024-08-01
T003130,C0956,Toys & Games,7,599.83,142.75,2024-08-02
T003128,C0828,Toys & Games,5,375.7,99.23,2024-08-02
T003132,C0428,Beauty & Health,8,198.16,50.93,2024-08-02
T003131,C0517,Sports & Outdoors,6,885.54,153.71,2024-08-02
T003127,C0561,Books,1,33.13,6.04,2024-08-02
T003129,C0642,Sports & Outdoors,3,176.58,38.48,2024-08-02
T003125,C0708,Home & Garden,7,1991.15,391.43,2024-08-02
T003126,C0781,Electronics,5,6157.0,1483.65,2024-08-02
T003124,C0999,Books,2,94.2,24.1,2024-08-02
T003123,C0425,Food & Beverage,4,107.84,20.23,2024-08-02
T003122,C0070,Books,7,191.66,30.9,2024-08-02
T003143,C0058,Toys & Games,6,512.88,203.77,2024-08-03
T003141,C0812,Home & Garden,7,356.72,60.25,2024-08-03
T003140,C0067,Clothing,9,1585.71,577.43,2024-08-03
T003139,C0562,Sports & Outdoors,7,2019.99,636.09,2024-08-03
T003138,C0712,Beauty & Health,10,1348.5,468.64,2024-08-03
T003142,C0381,Toys & Games,3,151.26,40.19,2024-08-03
T003136,C0776,Electronics,8,11605.36,4187.21,2024-08-03
T003135,C0149,Toys & Games,9,252.27,93.11,2024-08-03
T003134,C0160,Electronics,2,2130.84,494.8,2024-08-03
T003137,C0230,Toys & Games,6,542.46,210.48,2024-08-03
T003133,C0539,Home & Garden,5,2018.9,799.11,2024-08-03
T003147,C0130,Sports & Outdoors,4,514.24,189.61,2024-08-04
T003146,C0838,Sports & Outdoors,3,581.13,200.44,2024-08-04
T003148,C0727,Toys & Games,10,923.6,301.68,2024-08-04
T003144,C0259,Beauty & Health,7,451.08,154.45,2024-08-04
T003145,C0342,Home & Garden,2,641.4,250.48,2024-08-04
T003149,C0172,Clothing,6,663.48,225.67,2024-08-05
T003150,C0770,Clothing,1,103.66,29.11,2024-08-05
T003151,C0614,Electronics,9,17966.43,6846.28,2024-08-05
T003152,C0209,Home & Garden,5,1360.4,484.66,2024-08-05
T003153,C0803,Home & Garden,7,911.96,329.19,2024-08-05
T003154,C0354,Sports & Outdoors,9,1516.77,482.72,2024-08-05
T003159,C0662,Electronics,6,5287.98,1187.34,2024-08-06
T003160,C0812,Toys & Games,2,177.94,33.33,2024-08-06
T003158,C0264,Electronics,3,4686.12,1389.58,2024-08-06
T003157,C0116,Home & Garden,1,404.86,155.43,2024-08-06
T003156,C0798,Beauty & Health,1,119.88,19.05,2024-08-06
T003155,C0471,Electronics,9,15489.27,3502.82,2024-08-06
T003171,C0446,Food & Beverage,1,7.3,2.01,2024-08-07
T003170,C0618,Beauty & Health,9,797.58,245.41,2024-08-07
T003169,C0208,Toys & Games,2,143.42,24.65,2024-08-07
T003168,C0311,Sports & Outdoors,3,528.78,189.52,2024-08-07
T003166,C0287,Clothing,1,180.78,40.86,2024-08-07
T003167,C0303,Books,4,181.84,27.66,2024-08-07
T003164,C0845,Clothing,5,978.05,304.44,2024-08-07
T003163,C0453,Food & Beverage,1,10.87,3.84,2024-08-07
T003162,C0548,Electronics,1,791.23,284.15,2024-08-07
T003161,C0442,Sports & Outdoors,10,2712.3,969.32,2024-08-07
T003165,C0477,Food & Beverage,4,176.28,42.57,2024-08-07
T003179,C0908,Sports & Outdoors,9,656.01,108.75,2024-08-08
T003182,C0515,Electronics,6,4378.02,688.49,2024-08-08
T003181,C0980,Home & Garden,7,3414.88,964.33,2024-08-08
T003180,C0648,Electronics,2,1587.0,551.14,2024-08-08
T003178,C0400,Toys & Games,6,253.8,65.34,2024-08-08
T003172,C0670,Food & Beverage,7,269.85,76.01,2024-08-08
T003176,C0012,Books,5,148.35,24.18,2024-08-08
T003175,C0912,Toys & Games,10,602.1,206.73,2024-08-08
T003174,C0055,Clothing,5,682.95,107.84,2024-08-08
T003173,C0633,Books,4,120.84,46.12,2024-08-08
T003177,C0657,Sports & Outdoors,1,76.38,12.19,2024-08-08
T003189,C0104,Toys & Games,6,233.94,70.8,2024-08-09
T003192,C0980,Toys & Games,9,774.45,237.81,2024-08-09
T003190,C0630,Electronics,5,4665.0,961.88,2024-08-09
T003188,C0627,Clothing,5,806.7,282.31,2024-08-09
T003191,C0517,Beauty & Health,7,991.41,300.66,2024-08-09
T003186,C0279,Clothing,6,286.32,74.29,2024-08-09
T003185,C0237,Toys & Games,4,275.24,96.75,2024-08-09
T003184,C0542,Food & Beverage,4,126.32,38.3,2024-08-09
T003183,C0656,Sports & Outdoors,5,513.5,82.22,2024-08-09
T003187,C0348,Beauty & Health,4,488.6,141.03,2024-08-09
T003210,C0550,Home & Garden,2,524.74,191.35,2024-08-10
T003209,C0460,Books,1,35.67,5.54,2024-08-10
T003208,C0784,Food & Beverage,3,26.19,9.8,2024-08-10
T003207,C0161,Electronics,9,6562.17,2618.07,2024-08-10
T003206,C0800,Toys & Games,3,261.06,44.92,2024-08-10
T003205,C0743,Food & Beverage,8,77.28,22.15,2024-08-10
T003204,C0456,Sports & Outdoors,8,2051.52,328.31,2024-08-10
T003203,C0978,Beauty & Health,4,234.76,76.7,2024-08-10
T003202,C0406,Sports & Outdoors,8,2055.36,703.64,2024-08-10
T003201,C0966,Books,5,206.2,50.55,2024-08-10
T003200,C0084,Sports & Outdoors,1,118.39,20.7,2024-08-10
T003199,C0149,Clothing,4,512.72,163.04,2024-08-10
T003198,C0286,Beauty & Health,8,604.08,171.91,2024-08-10
T003197,C0633,Beauty & Health,1,40.3,15.63,2024-08-10
T003196,C0321,Sports & Outdoors,4,724.04,144.32,2024-08-10
T003195,C0364,Clothing,7,667.03,261.68,2024-08-10
T003194,C0248,Food & Beverage,7,60.9,18.59,2024-08-10
T003193,C0872,Sports & Outdoors,10,2184.1,728.46,2024-08-10
T003222,C0341,Electronics,3,4722.42,1180.78,2024-08-11
T003220,C0578,Home & Garden,8,3902.32,1396.19,2024-08-11
T003219,C0749,Food & Beverage,9,390.42,72.77,2024-08-11
T003218,C0114,Toys & Games,10,807.6,206.83,2024-08-11
T003217,C0663,Sports & Outdoors,5,1086.55,250.6,2024-08-11
T003221,C0361,Beauty & Health,3,153.0,36.29,2024-08-11
T003215,C0804,Home & Garden,1,255.18,80.08,2024-08-11
T003214,C0654,Clothing,6,660.78,172.15,2024-08-11
T003213,C0509,Home & Garden,2,358.44,118.24,2024-08-11
T003212,C0738,Electronics,10,10447.8,2490.62,2024-08-11
T003211,C0500,Toys & Games,6,555.78,211.12,2024-08-11
T003216,C0481,Toys & Games,1,47.55,11.18,2024-08-11
T003232,C0407,Clothing,9,923.85,224.4,2024-08-12
T003231,C0702,Books,4,170.32,41.4,2024-08-12
T003230,C0180,Books,7,322.84,126.82,2024-08-12
T003229,C0835,Home & Garden,9,3831.66,1028.05,2024-08-12
T003228,C0843,Electronics,5,9643.7,1855.13,2024-08-12
T003227,C0449,Toys & Games,1,78.31,29.11,2024-08-12
T003226,C0969,Beauty & Health,8,1193.28,464.33,2024-08-12
T003225,C0761,Electronics,1,1213.97,347.27,2024-08-12
T003224,C0987,Home & Garden,3,1064.07,291.72,2024-08-12
T003223,C0770,Electronics,1,1091.39,407.65,2024-08-12
T003242,C0342,Electronics,10,10533.2,2476.49,2024-08-13
T003241,C0143,Electronics,7,5197.99,2060.27,2024-08-13
T003243,C0316,Food & Beverage,9,216.72,49.41,2024-08-13
T003240,C0939,Beauty & Health,7,966.35,154.64,2024-08-13
T003239,C0406,Sports & Outdoors,8,2343.92,494.19,2024-08-13
T003235,C0466,Food & Beverage,10,59.1,19.8,2024-08-13
T003237,C0262,Home & Garden,6,1663.68,652.58,2024-08-13
T003236,C0311,Toys & Games,10,619.2,212.08,2024-08-13
T003234,C0196,Electronics,2,2110.96,376.98,2024-08-13
T003233,C0666,Food & Beverage,9,146.97,29.21,2024-08-13
T003238,C0419,Electronics,4,5151.52,1768.8,2024-08-13
T003244,C0101,Food & Beverage,5,106.1,39.95,2024-08-14
T003245,C0244,Books,6,251.64,74.55,2024-08-14
T003246,C0490,Beauty & Health,1,85.75,17.47,2024-08-14
T003247,C0012,Home & Garden,6,1844.64,686.71,2024-08-14
T003248,C0239,Electronics,2,3559.04,1417.71,2024-08-14
T003249,C0561,Books,6,253.44,43.51,2024-08-14
T003256,C0216,Books,8,193.76,39.37,2024-08-15
T003259,C0134,Electronics,6,9925.38,1522.56,2024-08-15
T003258,C0462,Electronics,6,9252.06,2687.26,2024-08-15
T003257,C0670,Toys & Games,6,240.72,40.95,2024-08-15
T003255,C0158,Toys & Games,3,176.94,38.14,2024-08-15
T003251,C0678,Clothing,8,1188.0,294.18,2024-08-15
T003253,C0429,Books,10,217.9,82.52,2024-08-15
T003252,C0594,Beauty & Health,9,664.02,186.6,2024-08-15
T003254,C0803,Books,8,96.0,37.76,2024-08-15
T003250,C0042,Food & Beverage,9,98.55,36.03,2024-08-15
T003276,C0978,Beauty & Health,8,157.84,41.48,2024-08-16
T003275,C0788,Books,10,219.2,51.84,2024-08-16
T003274,C0206,Food & Beverage,9,284.04,74.23,2024-08-16
T003273,C0466,Sports & Outdoors,2,345.46,117.98,2024-08-16
T003272,C0931,Sports & Outdoors,1,74.97,18.57,2024-08-16
T003271,C0130,Beauty & Health,4,390.56,128.46,2024-08-16
T003269,C0578,Beauty & Health,7,327.53,67.06,2024-08-16
T003268,C0675,Beauty & Health,7,113.54,38.21,2024-08-16
T003270,C0859,Clothing,4,179.16,30.09,2024-08-16
T003266,C0399,Toys & Games,10,457.5,106.18,2024-08-16
T003265,C0073,Food & Beverage,6,199.44,40.37,2024-08-16
T003264,C0526,Sports & Outdoors,10,2830.2,1015.49,2024-08-16
T003263,C0948,Sports & Outdoors,4,130.76,20.92,2024-08-16
T003262,C0007,Sports & Outdoors,1,259.16,65.13,2024-08-16
T003261,C0848,Clothing,10,289.0,48.65,2024-08-16
T003260,C0067,Food & Beverage,3,48.06,12.16,2024-08-16
T003267,C0405,Food & Beverage,2,32.18,11.83,2024-08-16
T003280,C0962,Books,9,204.48,57.46,2024-08-17
T003279,C0537,Electronics,7,11260.83,1829.23,2024-08-17
T003277,C0768,Food & Beverage,8,53.44,18.02,2024-08-17
T003278,C0266,Electronics,9,4855.68,1823.58,2024-08-17
T003287,C0782,Clothing,8,335.12,128.53,2024-08-18
T003291,C0822,Toys & Games,9,645.84,160.52,2024-08-18
T003290,C0336,Books,6,166.2,34.53,2024-08-18
T003289,C0110,Food & Beverage,10,197.1,34.66,2024-08-18
T003286,C0095,Books,3,62.82,19.33,2024-08-18
T003288,C0833,Toys & Games,4,257.92,87.51,2024-08-18
T003284,C0289,Electronics,3,3807.96,915.42,2024-08-18
T003285,C0164,Sports & Outdoors,6,1335.12,511.5,2024-08-18
T003283,C0822,Food & Beverage,6,152.28,56.54,2024-08-18
T003282,C0253,Books,2,54.54,14.57,2024-08-18
T003281,C0793,Books,10,418.5,66.21,2024-08-18
T003300,C0653,Clothing,2,195.62,39.55,2024-08-19
T003299,C0025,Home & Garden,8,3544.8,1308.91,2024-08-19
T003298,C0902,Beauty & Health,9,959.85,370.0,2024-08-19
T003296,C0483,Books,2,76.48,19.76,2024-08-19
T003297,C0937,Food & Beverage,4,116.16,40.24,2024-08-19
T003294,C0436,Electronics,7,9214.1,2467.92,2024-08-19
T003293,C0381,Books,2,69.62,19.06,2024-08-19
T003292,C0238,Home & Garden,2,544.72,104.87,2024-08-19
T003295,C0899,Beauty & Health,2,229.74,89.38,2024-08-19
T003310,C0173,Books,2,24.34,6.62,2024-08-20
T003314,C0128,Home & Garden,2,181.28,38.04,2024-08-20
T003313,C0800,Sports & Outdoors,3,357.81,108.37,2024-08-20
T003312,C0012,Clothing,1,97.01,18.22,2024-08-20
T003315,C0608,Clothing,5,606.4,222.46,2024-08-20
T003311,C0956,Home & Garden,8,2548.72,875.52,2024-08-20
T003309,C0580,Electronics,1,1929.67,318.39,2024-08-20
T003304,C0917,Books,10,128.4,30.84,2024-08-20
T003307,C0537,Beauty & Health,10,1160.3,325.96,2024-08-20
T003306,C0964,Home & Garden,6,383.1,100.77,2024-08-20
T003305,C0994,Home & Garden,7,3160.15,1126.88,2024-08-20
T003303,C0392,Sports & Outdoors,2,374.58,93.63,2024-08-20
T003302,C0482,Toys & Games,4,324.56,76.9,2024-08-20
T003301,C0117,Beauty & Health,8,565.76,155.02,2024-08-20
T003308,C0079,Clothing,5,782.9,309.72,2024-08-20
T003324,C0447,Clothing,1,175.78,52.72,2024-08-21
T003328,C0043,Food & Beverage,5,115.45,20.97,2024-08-21
T003327,C0861,Beauty & Health,4,295.12,66.97,2024-08-21
T003326,C0672,Books,8,130.96,41.06,2024-08-21
T003325,C0390,Home & Garden,1,183.43,53.5,2024-08-21
T003323,C0828,Books,2,96.24,27.06,2024-08-21
T003317,C0653,Electronics,7,4597.81,1067.91,2024-08-21
T003321,C0658,Home & Garden,6,2744.52,697.54,2024-08-21
T003316,C0092,Food & Beverage,4,106.24,24.62,2024-08-21
T003318,C0543,Electronics,5,7093.65,2124.89,2024-08-21
T003322,C0989,Beauty & Health,4,281.12,67.02,2024-08-21
T003320,C0532,Toys & Games,4,325.52,72.01,2024-08-21
T003319,C0846,Home & Garden,8,3056.64,598.77,2024-08-21
T003339,C0345,Home & Garden,3,272.88,72.88,2024-08-22
T003346,C0056,Home & Garden,10,3156.3,798.16,2024-08-22
T003345,C0927,Beauty & Health,7,982.45,336.81,2024-08-22
T003344,C0253,Home & Garden,6,1471.98,548.05,2024-08-22
T003343,C0690,Clothing,10,1730.5,685.73,2024-08-22
T003342,C0779,Food & Beverage,1,36.73,6.88,2024-08-22
T003341,C0382,Food & Beverage,5,35.5,9.33,2024-08-22
T003340,C0642,Food & Beverage,3,46.2,16.49,2024-08-22
T003338,C0778,Toys & Games,1,96.66,16.0,2024-08-22
T003337,C0930,Electronics,1,676.79,223.59,2024-08-22
T003336,C0467,Food & Beverage,6,292.26,46.88,2024-08-22
T003335,C0517,Food & Beverage,2,37.88,11.93,2024-08-22
T003334,C0287,Clothing,10,1744.9,494.39,2024-08-22
T003333,C0467,Clothing,6,233.22,64.05,2024-08-22
T003332,C0663,Electronics,8,10118.64,2547.6,2024-08-22
T003331,C0060,Home & Garden,8,3099.92,664.16,2024-08-22
T003330,C0130,Books,7,233.38,84.65,2024-08-22
T003329,C0254,Food & Beverage,8,247.28,84.13,2024-08-22
T003355,C0156,Toys & Games,1,30.19,5.59,2024-08-23
T003354,C0329,Food & Beverage,3,136.74,38.35,2024-08-23
T003353,C0149,Toys & Games,10,981.2,388.93,2024-08-23
T003352,C0099,Home & Garden,10,4554.3,1064.9,2024-08-23
T003356,C0190,Beauty & Health,8,1009.6,206.89,2024-08-23
T003351,C0905,Food & Beverage,10,457.7,107.8,2024-08-23
T003349,C0983,Toys & Games,10,437.4,123.82,2024-08-23
T003348,C0457,Electronics,4,7072.52,2725.42,2024-08-23
T003347,C0463,Books,3,105.6,20.69,2024-08-23
T003350,C0083,Food & Beverage,10,209.4,76.03,2024-08-23
T003364,C0260,Beauty & Health,4,543.64,106.11,2024-08-24
T003363,C0609,Food & Beverage,7,58.66,23.21,2024-08-24
T003362,C0764,Clothing,7,545.37,130.2,2024-08-24
T003361,C0400,Books,8,249.52,86.04,2024-08-24
T003359,C0263,Toys & Games,2,115.56,30.7,2024-08-24
T003358,C0883,Electronics,10,19862.0,3190.19,2024-08-24
T003357,C0494,Sports & Outdoors,10,1406.6,380.47,2024-08-24
T003360,C0080,Clothing,1,119.69,30.49,2024-08-24
T003372,C0820,Clothing,5,730.15,261.95,2024-08-25
T003374,C0820,Books,4,137.52,54.64,2024-08-25
T003375,C0420,Food & Beverage,8,72.8,18.14,2024-08-25
T003373,C0221,Books,3,95.73,36.76,2024-08-25
T003371,C0380,Food & Beverage,4,174.76,47.39,2024-08-25
T003366,C0615,Clothing,6,270.66,46.67,2024-08-25
T003369,C0101,Home & Garden,1,234.11,83.06,2024-08-25
T003368,C0785,Clothing,1,132.65,52.89,2024-08-25
T003367,C0552,Electronics,2,3330.3,1110.54,2024-08-25
T003365,C0772,Beauty & Health,9,1110.24,330.57,2024-08-25
T003370,C0359,Food & Beverage,9,147.87,42.72,2024-08-25
T003382,C0628,Toys & Games,7,256.34,93.11,2024-08-26
T003384,C0574,Home & Garden,6,2652.18,816.25,2024-08-26
T003383,C0703,Books,9,323.55,111.54,2024-08-26
T003381,C0485,Electronics,10,11056.3,3781.08,2024-08-26
T003376,C0124,Sports & Outdoors,4,631.84,251.3,2024-08-26
T003379,C0690,Books,6,218.7,37.67,2024-08-26
T003378,C0231,Clothing,9,517.59,110.45,2024-08-26
T003377,C0422,Books,9,159.75,30.19,2024-08-26
T003380,C0063,Food & Beverage,2,92.02,20.05,2024-08-26
T003385,C0768,Electronics,3,4867.44,1355.54,2024-08-27
T003386,C0483,Sports & Outdoors,7,1851.92,605.9,2024-08-27
T003387,C0519,Home & Garden,5,1457.25,360.97,2024-08-27
T003388,C0155,Clothing,1,155.34,55.97,2024-08-27
T003389,C0092,Toys & Games,3,93.63,29.9,2024-08-27
T003390,C0982,Clothing,5,413.45,134.14,2024-08-27
T003391,C0526,Toys & Games,7,358.12,101.7,2024-08-27
T003401,C0405,Food & Beverage,4,193.2,51.41,2024-08-28
T003400,C0731,Toys & Games,2,184.44,68.65,2024-08-28
T003399,C0574,Food & Beverage,1,32.66,7.91,2024-08-28
T003398,C0386,Toys & Games,8,346.08,81.88,2024-08-28
T003397,C0183,Home & Garden,6,1265.64,471.2,2024-08-28
T003393,C0741,Clothing,6,1123.38,239.28,2024-08-28
T003395,C0645,Home & Garden,1,110.54,38.07,2024-08-28
T003394,C0598,Home & Garden,5,2217.15,543.84,2024-08-28
T003392,C0455,Toys & Games,3,182.7,67.84,2024-08-28
T003396,C0510,Toys & Games,10,338.2,92.39,2024-08-28
T003409,C0888,Sports & Outdoors,4,357.48,70.67,2024-08-29
T003411,C0901,Home & Garden,2,427.62,128.57,2024-08-29
T003410,C0423,Electronics,9,9472.23,3064.31,2024-08-29
T003408,C0826,Clothing,5,768.2,264.88,2024-08-29
T003407,C0471,Books,4,128.8,47.63,2024-08-29
T003405,C0661,Clothing,8,460.0,144.43,2024-08-29
T003404,C0591,Electronics,10,12878.0,2822.44,2024-08-29
T003403,C0742,Beauty & Health,9,1153.35,268.95,2024-08-29
T003402,C0246,Electronics,2,2960.8,826.16,2024-08-29
T003406,C0650,Beauty & Health,8,686.64,123.57,2024-08-29
T003420,C0338,Beauty & Health,7,998.13,303.9,2024-08-30
T003422,C0173,Toys & Games,1,25.93,6.06,2024-08-30
T003421,C0997,Sports & Outdoors,10,879.0,304.79,2024-08-30
T003419,C0693,Home & Garden,9,2374.56,806.13,2024-08-30
T003417,C0493,Sports & Outdoors,9,1659.6,469.76,2024-08-30
T003418,C0213,Electronics,3,5524.35,1889.89,2024-08-30
T003415,C0986,Sports & Outdoors,10,2327.2,755.9,2024-08-30
T003414,C0213,Beauty & Health,1,116.94,29.5,2024-08-30
T003413,C0013,Home & Garden,2,499.56,109.05,2024-08-30
T003412,C0065,Electronics,8,15513.28,3042.68,2024-08-30
T003416,C0242,Beauty & Health,3,152.55,47.24,2024-08-30
T003429,C0395,Electronics,9,15899.76,3860.11,2024-08-31
T003423,C0672,Clothing,10,1804.6,668.27,2024-08-31
T003424,C0164,Clothing,5,862.9,262.09,2024-08-31
T003425,C0465,Beauty & Health,9,1341.0,476.85,2024-08-31
T003426,C0995,Home & Garden,3,1067.19,305.82,2024-08-31
T003427,C0497,Toys & Games,9,854.46,174.83,2024-08-31
T003428,C0700,Beauty & Health,5,633.2,180.84,2024-08-31
T003437,C0510,Books,9,259.38,93.49,2024-09-01
T003436,C0794,Electronics,7,9430.61,3735.11,2024-09-01
T003438,C0708,Food & Beverage,9,64.44,22.38,2024-09-01
T003435,C0629,Beauty & Health,8,601.84,122.95,2024-09-01
T003439,C0546,Home & Garden,6,2681.52,623.6,2024-09-01
T003433,C0768,Clothing,7,684.46,218.7,2024-09-01
T003432,C0308,Electronics,9,17116.56,6145.33,2024-09-01
T003431,C0917,Food & Beverage,6,133.26,35.84,2024-09-01
T003430,C0703,Sports & Outdoors,10,1836.7,595.78,2024-09-01
T003434,C0183,Sports & Outdoors,7,1228.36,394.47,2024-09-01
T003450,C0422,Toys & Games,10,345.2,120.11,2024-09-02
T003449,C0925,Food & Beverage,9,127.89,22.65,2024-09-02
T003448,C0436,Beauty & Health,2,88.06,32.49,2024-09-02
T003447,C0733,Books,5,231.8,63.66,2024-09-02
T003445,C0227,Sports & Outdoors,3,660.72,206.26,2024-09-02
T003446,C0745,Home & Garden,6,567.84,140.57,2024-09-02
T003443,C0594,Books,1,10.14,1.89,2024-09-02
T003442,C0764,Home & Garden,9,1013.67,288.51,2024-09-02
T003441,C0624,Toys & Games,2,134.24,24.74,2024-09-02
T003440,C0564,Toys & Games,7,388.85,110.4,2024-09-02
T003444,C0744,Clothing,1,64.15,18.49,2024-09-02
T003460,C0393,Toys & Games,3,235.59,41.83,2024-09-03
T003465,C0560,Clothing,2,327.52,127.26,2024-09-03
T003464,C0572,Sports & Outdoors,5,246.15,83.77,2024-09-03
T003463,C0130,Food & Beverage,10,255.2,60.32,2024-09-03
T003462,C0129,Sports & Outdoors,6,662.52,127.22,2024-09-03
T003461,C0425,Books,8,220.64,76.64,2024-09-03
T003459,C0120,Food & Beverage,6,96.78,31.86,2024-09-03
T003451,C0554,Food & Beverage,4,22.52,4.34,2024-09-03
T003457,C0192,Home & Garden,5,1320.85,371.39,2024-09-03
T003456,C0105,Electronics,4,3711.68,1366.38,2024-09-03
T003455,C0625,Clothing,10,538.8,135.39,2024-09-03
T003454,C0397,Clothing,8,1044.4,356.41,2024-09-03
T003453,C0554,Food & Beverage,5,221.9,43.58,2024-09-03
T003452,C0021,Books,4,163.48,26.02,2024-09-03
T003458,C0017,Electronics,4,7726.08,1201.89,2024-09-03
T003470,C0826,Food & Beverage,1,13.69,4.3,2024-09-04
T003471,C0956,Books,7,317.17,62.86,2024-09-04
T003469,C0242,Sports & Outdoors,2,575.76,202.55,2024-09-04
T003466,C0029,Sports & Outdoors,10,956.9,232.39,2024-09-04
T003467,C0097,Sports & Outdoors,10,2258.6,807.11,2024-09-04
T003468,C0010,Toys & Games,7,178.29,35.25,2024-09-04
T003472,C0232,Sports & Outdoors,5,1242.8,280.41,2024-09-05
T003473,C0789,Beauty & Health,1,145.66,26.65,2024-09-05
T003474,C0284,Sports & Outdoors,4,636.12,156.32,2024-09-05
T003475,C0715,Sports & Outdoors,4,905.6,181.95,2024-09-05
T003476,C0759,Electronics,10,10560.7,3284.37,2024-09-05
T003477,C0802,Books,7,121.59,48.47,2024-09-05
T003487,C0856,Home & Garden,1,299.76,75.59,2024-09-06
T003486,C0855,Home & Garden,1,102.28,16.77,2024-09-06
T003485,C0956,Books,4,145.96,31.71,2024-09-06
T003484,C0913,Beauty & Health,6,525.84,140.88,2024-09-06
T003483,C0079,Books,10,350.6,100.25,2024-09-06
T003481,C0200,Food & Beverage,2,18.66,7.06,2024-09-06
T003480,C0726,Electronics,1,1973.07,578.93,2024-09-06
T003479,C0955,Clothing,2,99.66,28.43,2024-09-06
T003478,C0776,Food & Beverage,9,224.46,34.34,2024-09-06
T003482,C0945,Home & Garden,7,2206.05,609.98,2024-09-06
T003488,C0173,Home & Garden,5,896.25,146.22,2024-09-07
T003489,C0467,Toys & Games,1,95.21,27.38,2024-09-07
T003490,C0581,Clothing,7,1100.19,249.55,2024-09-07
T003491,C0416,Sports & Outdoors,1,292.58,82.92,2024-09-07
T003492,C0940,Books,1,11.5,2.11,2024-09-07
T003493,C0449,Food & Beverage,2,35.66,13.66,2024-09-07
T003499,C0505,Home & Garden,8,2232.4,532.74,2024-09-08
T003501,C0043,Beauty & Health,2,217.32,82.34,2024-09-08
T003500,C0087,Clothing,5,899.05,191.3,2024-09-08
T003498,C0200,Beauty & Health,10,462.0,80.35,2024-09-08
T003502,C0385,Electronics,5,5459.7,1982.57,2024-09-08
T003496,C0008,Sports & Outdoors,1,95.43,22.51,2024-09-08
T003495,C0101,Food & Beverage,3,16.5,3.26,2024-09-08
T003494,C0087,Toys & Games,10,356.3,133.12,2024-09-08
T003497,C0845,Sports & Outdoors,9,1919.43,582.3,2024-09-08
T003511,C0277,Toys & Games,4,196.56,56.09,2024-09-09
T003510,C0148,Toys & Games,4,275.36,87.89,2024-09-09
T003509,C0645,Clothing,1,156.18,29.7,2024-09-09
T003507,C0664,Food & Beverage,2,42.78,16.78,2024-09-09
T003508,C0017,Toys & Games,5,440.95,79.96,2024-09-09
T003505,C0408,Clothing,4,207.48,79.4,2024-09-09
T003504,C0435,Toys & Games,1,56.46,15.81,2024-09-09
T003503,C0621,Toys & Games,6,298.8,88.13,2024-09-09
T003506,C0483,Sports & Outdoors,9,1810.62,693.66,2024-09-09
T003519,C0399,Sports & Outdoors,10,918.3,322.76,2024-09-10
T003523,C0540,Electronics,6,10894.38,2879.66,2024-09-10
T003522,C0499,Electronics,6,8216.52,2123.41,2024-09-10
T003521,C0391,Electronics,10,11773.2,2099.75,2024-09-10
T003520,C0211,Toys & Games,2,124.26,31.92,2024-09-10
T003518,C0436,Food & Beverage,7,279.79,83.49,2024-09-10
T003513,C0826,Electronics,10,16642.3,2754.2,2024-09-10
T003516,C0228,Toys & Games,9,320.49,76.7,2024-09-10
T003515,C0366,Electronics,3,2511.39,922.23,2024-09-10
T003514,C0927,Home & Garden,9,2419.92,900.26,2024-09-10
T003512,C0232,Home & Garden,6,866.82,134.02,2024-09-10
T003517,C0651,Beauty & Health,6,223.98,83.49,2024-09-10
T003530,C0352,Electronics,8,11816.0,3359.31,2024-09-11
T003532,C0320,Beauty & Health,5,511.4,175.4,2024-09-11
T003531,C0520,Beauty & Health,2,71.6,18.61,2024-09-11
